Index,screen_name,count,classification,user_defined_location,class,mean,std_dev,points>100,ratio
1,Dpsairy,43,Resident,"New Delhi, India",1,1.55779047,12.06679155,1,7.576086957
2,poojaesthetic,36,Resident,"New Delhi, India",1,0.190017731,1.278398067,0,11.51851852
3,venkat_failure,36,Tourist,"Hyderabad, India",2,38.72110603,177.5206521,135,0.089371092
4,sohumsutras,36,Resident,new delhi,1,424.5182724,1942.69468,120,7.473988439
5,PairsonnalitesA,34,Resident,Asia | Australia - Pacific,2,924.5551613,2672.120321,21,0.625
6,praticram,33,Tourist,Delhi,1,73.09759839,270.6082896,84,0.043890866
7,WinsomeWears,31,Tourist,"AG04, Arcadia Market, Gurgaon",1,0.118822131,0.678476654,0,0
8,tmj_ide_jobs,29,Tourist,Delhi,1,8.525644751,14.96421419,0,0.043478261
9,sumitmalik603,28,Tourist,"New Delhi, India",1,25.21124606,176.1381554,2,49.5
10,tmj_ing_jobs,26,Tourist,"Gurgaon, India",1,1.385176439,6.925882196,0,0
11,Tapasdastnfl,26,Tourist,New Delhi,1,41.07885201,490.0715293,74,0.015631106
12,BALJINDER_TRBN_,26,Tourist,YamunaNagar Haryana,2,18.6782841,190.3972991,30,0.016488846
13,thevirat1993,21,Tourist,Kanpur Uttar Pradesh,2,79.12444028,628.1093338,155,0
14,Umeshsonprabhat,16,Tourist,"babhni Uttar Pradesh, India",2,108.4146509,221.1465355,102,0.002040816
15,kishanm05,15,Tourist,"Jaipur, India.",2,77.33424151,334.3078492,133,0.000831947
16,cheng_jiawei,14,Tourist,paris,2,37.14095312,204.3038053,39,0
17,carpoolworld,14,Tourist,"Joliette, QC",2,6886.689909,5184.488147,2971,0.0077688
18,Navpreet_R,13,Tourist,"New Delhi, India",1,0,0,0,0
19,Haritikajewelry,12,Tourist,"India, Delhi",1,296.5737494,1868.720071,17,0.223958333
20,jollyuncle,10,Resident,Delhi,1,2.264136768,3.685303575,0,6.698924731
21,WoodscapesFurn,10,Tourist,"New Delhi, India",1,0.026803465,0.22468287,0,
22,mehtabalam1,10,Resident,"New Delhi, India",1,70.53930119,605.8191488,5,11.08
23,manishseth,9,Resident,"New Delhi , India",1,358.9807926,1517.847443,141,2.544117647
24,Shridharuni,9,Resident,"Pilani, Rajasthan",2,6.738359812,26.76656118,2,
25,MNicolaas,9,Tourist,Costa Rica,2,3439.602571,4986.846655,92,
26,Amartya4uh,9,Tourist,"Bhagirathpur, Samastipur,Bihar",1,19.57565529,83.96458964,10,0.273333333
27,Lokesha25571089,8,Tourist,Gurgaon,1,68.4701784,222.4451462,61,0.307971014
28,sonu21031995,8,Tourist,Delhi,1,323.9740367,1592.215362,15,0.727272727
29,trip_any,8,Resident,"New Delhi, India",1,1.163709274,2.740223637,0,27.25
30,The_Kushwaha,8,Resident,"Delhi, India",1,232.077947,1369.287848,9,1.905882353
31,sandeep20012,8,Resident,new delhi,1,0.196022843,1.79387972,0,0.005934718
32,1469original,8,Resident,Panjab,2,831.7923699,2609.106168,221,2.580110497
33,stiryoursouls,7,Resident,New Delhi,1,1460.774842,2766.068602,491,1.945558739
34,the_foodie_dad,7,Tourist,"Faridabad, India",1,171.1064944,859.6299765,161,0.625454545
35,MasterchefVijay,6,Tourist,"Baloda bazar, chattishgarh",2,611.8818017,614.3319249,91,0.108695652
36,KartikBhattOff2,6,Tourist,"Ahmadabad City, India",2,211.7352082,303.6962655,24,0.014492754
37,SBBJITSOLUTION,6,Tourist,Delhi,1,0.766040091,2.746913151,0,0.18699187
38,iamAshdaniel,6,Resident,"New Delhi, India",1,557.7801126,1551.474742,11,2.933333333
39,itanimeirl,6,Tourist,"Inuyama-shi, Aichi",2,2659.302907,1491.636957,1607,
40,Xpertimages,6,Resident,New Delhi,1,100.2181038,323.8711839,3,2.6
41,harindersrana,6,Tourist,New Delhi,1,379.3893691,1259.731891,24,0.508474576
42,Abhijeet_Roy__,6,Tourist,"New Delhi, India",1,870.9560191,1678.39828,37,1.055555556
43,BhavishKitchens,6,Resident,"New Delhi, India",1,5.773348802,8.739889831,0,0.111111111
44,omprakashkumaw6,6,Tourist,"Jaipur, India",2,9.748415119,26.63774127,0,
45,yuvhrajsingh,6,Resident,New Delhi ,1,214.4677397,624.7551165,13,2.434782609
46,Faridabaddaily1,5,Tourist,"Faridabad,Haryana",2,0.199170147,0.959378139,0,
47,GamerYt001,5,Resident,"Bijnor, India",2,0,0,0,
48,AtulBLG,5,Tourist,"Chhapar, India",2,1.660958849,5.7256306,0,
49,DWBhukkad,5,Resident,"New Delhi, India",1,90.37292241,379.4714104,15,1.084615385
50,imkLucky,5,E,"Haridwar, India",2,53.97278599,77.2209292,23,
51,simmisakhuja,5,Tourist,Mumbai,2,867.5066077,2927.856008,101,0.213592233
52,vipuksh,5,Tourist,"Gurgaon, IN",1,267.5382986,1320.558677,26,0.026315789
53,fuchsia109,5,Tourist,new delhi,1,273.6413137,889.6771691,94,2.671641791
54,credosian,5,Resident,mumbai,2,380.6853206,1033.236619,208,0.025174825
55,iZamindaarSaheb,5,Tourist,"Kolkata, India",2,289.9590246,1082.526824,151,0.411764706
56,poetryloyal,5,Tourist,"Uttar Pradesh, India",2,26.07658931,110.9041495,1,
57,indiankitchens,5,Tourist,New Delhi ,1,22.7561093,50.65647524,22,0.59009009
58,KashyapClinic,5,Tourist,"New Delhi, India",1,0,0,0,
59,rnpotterys1,5,Tourist,"Jaipur, India",2,9.781672108,58.54645131,8,0.006944444
60,ivishalpundhir,5,Resident,"Hathras, India",2,143.8707837,765.270342,118,0.736363636
61,AneeshKalsi,5,Tourist,new delhi,1,654.9197471,2193.184689,90,0.597560976
62,satish327,4,Resident,New Delhi India,1,4.25268546,14.91419722,2,66.85714286
63,Karaikal_Online,4,Tourist,"Karaikal, India",2,299.9135507,1257.384103,572,
64,Chandra33717075,4,Resident,new Delhi India,1,38.66015598,140.0079724,36,1.298780488
65,tmj_ide_eng,4,Tourist,Delhi,1,20.93152964,21.06702635,0,0.03030303
66,Mukesh05Kumar,4,Tourist,Sonbrsa  Bazar Gorakphur  ,1,731.9623481,610.43523,22,0.2
67,Darshanroy142,4,Tourist,"Wazirpur Industrial Area, New ",1,174.9636268,930.1683934,46,0.212121212
68,PostmanPublic,4,Tourist,New delhi,1,0,0,0,
69,RajeshwarMathur,4,Tourist,"Gurgaon, Haryana, India",1,869.7137967,2430.051129,632,0.059990084
70,KuldeepInnocen3,4,E,"Gurgaon, India",1,0.099270825,0.36449405,0,
71,Prerna98765,4,Resident,"New Delhi, India",1,12.96390958,72.39141792,4,38.66666667
72,JyotiMalikJaat1,4,Resident,"New Delhi, India",1,3.479622087,9.109171606,1,14.34782609
73,Neereventsmang,4,Resident,"Uttam Nagar, New Delhi",1,41.34067237,174.9189147,6,3.21875
74,SakshiS63515602,4,Tourist,"New Delhi, India",1,5.268552559,7.326227644,0,6
75,FnSbuzz,4,Tourist,New Delhi,1,49.39820911,431.6693716,14,4.70212766
76,ekdeewanabobby_,4,Resident,"New Delhi, India",1,853.234859,2171.126577,72,0.168103448
77,kundu8977,4,Tourist,"New Delhi, India",1,518.6684872,1654.708217,23,7.875
78,animeriaowner,4,Tourist,"New Delhi, India",1,18.79912347,138.6471795,2,0.134453782
79,Storeshub1,4,E,"Rajasthan, India",2,0.009873973,0.057143382,0,
80,cehro_india,4,Tourist,"Delhi, India",1,0.402550155,1.992106632,0,0.040816327
81,RahulCh70606736,4,Tourist,"Haryana, India",2,0.00989308,0.048958049,0,
82,ssfpaBharat,4,Resident,"Ghaziabad, India",1,13.35454423,86.08563043,4,0.015544041
83,royyhenderson,4,Resident,New Delhi,1,160.0508814,411.3959566,33,0.028169014
84,omsbishnoi,4,Resident,"Rajasthan, India",2,328.9318879,559.3474501,194,0.003649635
85,vikaskhair,4,Resident,"New Delhi, India",1,168.4540468,893.6865806,80,1.427480916
86,Mithleshp7888,3,Tourist,"Khamgaon, India",2,59.31088385,202.3085088,1,
87,m_Asmakhan,3,Resident,"New Delhi, India",1,11.81184599,87.49345223,6,19.45
88,ganeshkhude,3,Tourist,"New Delhi, India",1,217.4426178,334.8498408,66,0.392857143
89,griffelindia,3,Tourist,"Ludhiana, India",2,587.9429606,910.5615564,188,0.439252336
90,alssolicitors,3,Tourist,New Delhi,1,244.6490779,434.270849,50,0.323529412
91,parvezrockstar,3,Tourist,"New Delhi, India",1,163.7268443,745.6702006,3,1.136363636
92,im_musafirr,3,Resident,DELHI,1,42.12785308,77.30286472,18,1.25
93,YuvrajBhai20,3,Tourist,"Raipur, India",2,2095.009646,3879.736328,13,0.136363636
94,Padam1513,3,Tourist,New Delhi,1,0.155618326,0.678324556,0,0.333333333
95,Rampal967250gm1,3,Tourist,"Bhopal, India",2,42.77149393,151.1964306,4,
96,iarpitpanchal,3,Tourist,"New Delhi, India",1,451.0747307,539.5456741,40,0.465116279
97,kohlivinay20,3,Tourist,"Delhi, India",1,13.13045427,168.580811,11,0.052147239
98,iamkushmusic,3,Resident,"New Delhi, India",1,7.788262417,27.91889062,2,1.666666667
99,FhraiO,3,Resident,Delhi,1,79.99118134,309.307084,6,14.5
100,tmj_ide_hr,3,Resident,Delhi,1,34.62941098,nan,0,
101,delhi_marketing,3,E,"New Delhi, India",1,0.108970867,0.843329485,0,0.002457002
102,FunFundaEnter,3,E,"New Delhi, India",1,107.4901278,112.7788825,2,0.166666667
103,aryadhiman,3,E,New Delhi,1,0,0,0,
104,gazang_sabya,3,E,"Nagaon, Assam, India",2,864.5477741,667.8202165,994,0.354312354
105,vishalkumarblg,3,Tourist,Samastipur BIHAR,2,356.6643766,465.2302149,11,0.5
106,pawanpoonia829,3,,Barwala Haryana,2,6.984637897,11.17661728,0,
107,ssangwan07,3,,u.p. India,2,75.71439269,185.8004104,79,0.015765766
108,Deepanjal96,3,Resident,Delhi,1,1817.948579,3765.08218,20,3
109,mehandiart007,3,Resident,"Rohini, New Delhi",1,48.56594297,200.8290329,7,1.714285714
110,soulamit,3,Resident,New Delhi India,1,68.57144519,415.9174787,33,1.924623116
111,ZoloCabs,3,Tourist,"Varkala, India",2,229.1047921,1044.305466,199,0.001210654
112,RishabhGuptaKnj,3,Tourist,umarda kannauj,2,49.69503312,143.3499713,23,0.004975124
113,waitingaqua82,3,Tourist,"Janakpuri, New Delhi",1,49.30388102,119.8706034,6,0.575757576
114,drmayurjain,3,Tourist,"New Delhi, India",1,126.8333166,493.7478827,10,0.178947368
115,TruthYOuRstRuLy,3,Resident,"New Delhi, India",1,1.768417482,4.738397731,0,0.28125
116,officialnazimm,3,Resident,"Meerut, India",2,5515.986463,5537.938129,33,1.083333333
117,rkchadda,3,Tourist,Toronto,2,2982.091739,4833.128488,1694,0.141044235
118,krishnastudioB1,3,Resident,India,1,46.95297209,184.7588473,2,15.5
119,deejayMudit,3,Tourist,new delhi,1,572.1196627,1944.016255,52,0.641666667
120,brij_pauls,3,Tourist,"New Delhi, India",1,354.4791623,1184.077952,38,1.063291139
121,VermaAashna,3,Resident,DELHI,1,86.84398875,554.0278463,44,4.884210526
122,vasudevyadav09,3,Tourist,"New Delhi, India",1,10.81891339,28.96444162,3,0.147058824
123,sapediya007,3,E,"Badgaon, Mavli,UDR (RAJASTHAN)",2,1094.858161,3139.587659,14,0.026666667
124,Devdutt20901526,3,Resident,"Baghpat, India",2,2.024127538,6.825307885,0,15.5
125,SUPRITIBATRA,3,Tourist,Gurgaon ,1,262.8424684,715.6311012,7,0.054054054
126,lifelinepathlab,3,Resident,"Green Park, New Delhi",1,4.934827568,63.1463741,2,87
127,Devende24072378,3,Tourist,"Palwal , Haryana,India",2,51.25805933,114.0941057,103,0.34751773
128,StudioGrey1,3,E,"RZ-1, Raghu Nagar Pankha Road,",1,5.735316185,11.48767279,0,0.111111111
129,diptijha5,3,Resident,"New Delhi, India",1,6.265295568,6.206497119,0,6.75
130,prashant_adarsh,3,Resident,"New Delhi, India",1,354.0780763,562.7829275,4,0.571428571
131,shashankksha,3,Tourist,"New Delhi, India",1,94.78748954,192.2357535,5,0.857142857
132,bootscrampons,3,Tourist,"New Delhi, India ",1,722.2830252,994.3116951,28,0.269230769
133,JanuRakhi,3,E,"Haryana, India",2,15.94499671,32.78594743,7,
134,rgvcreation7271,3,E,"New Delhi, India",1,0,0,0,
135,ShwetankGhosh,3,E,"Sector 63, Noida",1,36.05542667,134.7573012,16,0.068965517
136,somkamail,2,E,New Delhi,1,119.5741367,214.9173946,13,0.633333333
137,YadavSachin1993,2,Resident,"Delhi, India",1,27.51198566,124.6300317,6,11.11111111
138,Salahud62843269,2,Tourist,"Uttar Pradesh, India",2,20.37385578,46.71627025,9,
139,KingdomOfWallp1,2,E,"Gurgaon, Haryana",1,4.089730946,14.71420983,0,0.01369863
140,writtenbyshweta,2,E,"New Delhi, India",1,658.7861747,1416.351439,8,3
141,yogi_shailendra,2,Tourist,NOIDA,1,199.0629899,889.0562658,11,0.098039216
142,SuRealNewDelhi,2,Tourist,"New Delhi, India",1,2540.429012,4049.872295,574,0.270348837
143,bookandcorner,2,Tourist,"New Delhi, India",1,201.1244775,476.3348172,4,4.25
144,AartiRawat05,2,Tourist,"New Delhi, India",1,748.4297519,2448.710409,314,0.068728522
145,imohit_official,2,Tourist,"Ghaziabad(Uttar Pradesh),India",1,61.55013951,190.5496257,12,0.28125
146,mohitcsc1234,2,E,"Uttar Pradesh, India",2,30.24127203,95.8616586,4,
147,GetNailed5,2,E,Vikaspuri,2,0.009572792,0.089708452,0,
148,rishu4993,2,Resident,New Delhi,1,577.772593,1407.553096,2,0.076923077
149,SharmajiAnuj1,2,Tourist,"New Delhi, India",1,164.2934648,242.5559972,9,
150,youngnewfaces,2,Tourist,"New Delhi, India",1,2849.944527,4769.759799,19,0.470588235
151,killer_ratings,2,E,"Delhi , India ",1,18.79264296,126.0648814,1,45
152,ramakantrao,2,Tourist,"New Delhi, India",1,3.232331251,4.809438812,0,0.068965517
153,aditi_wasan,2,Resident,"New Delhi, India",1,0,0,0,
154,prashantvijay64,2,Tourist,Indore M.P,2,412.2424064,1693.676819,176,0.033244681
155,nsmeena50,2,Tourist,"Alwar, India",2,3929.872933,4847.864991,18,0.5
156,ANXMEDIA,2,Tourist,"New Delhi, India",1,1068.124165,2551.599833,59,0.473684211
157,LAugustinSunny,2,Tourist,"trimulgherry,secunderabad",2,12.4096303,21.09780195,0,
158,JindalMediSurge,2,Resident,"INDIA, NEW DELHI",1,0,0,0,
159,brajbabu0001,2,Resident,"New Delhi, India",1,6.481633211,6.759190517,0,6
160,AalsiChef,2,Resident,"New Delhi, India",1,0,0,0,
161,ayush_goenka,2,Tourist,MUMBAI,2,243.4089519,660.5296325,101,0.017175573
162,dietdimaadi,2,Tourist,NEW DELHI,1,114.6137235,557.1762478,4,0.341176471
163,mdtayyabj,2,E,"New Delhi, India",1,11.73019064,19.95681217,0,0.230769231
164,ranajig,2,Resident,"New Delhi, India",1,498.1238771,1314.545581,2,15
165,shwetadas9560,2,Tourist,New delhi,1,4.795146649,4.53554119,0,0.866666667
166,ActorVenkatesh_,2,Resident,"Hyderabad, India",2,103.7114692,170.5316739,14,
167,AnkitSi55699648,2,Resident,"New Delhi, India",1,27.27466591,217.3094302,1,9.833333333
168,thedapperstreet,2,Tourist,"New Delhi, India",1,681.6613663,1970.332289,131,0.976653696
169,Rexyadav1,2,Resident,"New Delhi, India",1,27.20542721,137.2879452,6,3.692307692
170,AasthaNishtha,2,E,"South Ext I, Delhi, Delhi",1,199.8231534,395.2235405,2,9
171,juttiesmaker,2,Resident,"New Delhi, India",1,14.23557322,44.17283592,2,25
172,PaulTusharK,2,Resident,Delhi,1,63.28973276,133.5063612,29,1.405797101
173,BalajiGranitein,2,E,"Rajsamand, India",2,48.05660704,142.5167822,4,
174,meehnia,2,Resident,"Delhi, India",1,93.44294524,273.5827956,35,1.158730159
175,ByfarStudios,2,Resident,"New Delhi, India",1,0,0,0,
176,Amychhabra,2,Tourist,"New Delhi, India",1,593.2180759,1714.735205,179,0.730603448
177,NehaChug2,2,Resident,"New Delhi, India",1,0.152736879,0.567716653,0,
178,SURAJ_CEO_SFCD,2,Tourist,NewDelhi,1,189.7988977,462.0429111,8,0.142857143
179,chefdmsbajaj,2,Resident,Gurgaon ,1,157.5983948,989.2189867,34,1.099378882
180,Nkkrishnag,2,Tourist,"Patna, Bihar,india",2,274.1947706,385.2296154,52,0.461538462
181,mousumi_sheel,2,Resident,New-DELHI,1,162.4124464,1226.367598,16,1.159090909
182,jitendrarorabjp,2,E,"New Delhi, India",1,1.607996863,2.746177449,0,0.142857143
183,souravmondal86,2,Tourist,"New Delhi, India",1,119.5554167,280.0800998,37,0.2
184,Mdmojahid5,2,Tourist,"New Delhi, India",1,27.72123985,135.5468513,1,0.185185185
185,thukralvarun,2,Resident,"New Delhi, India",1,4.071900697,30.24478904,2,57
186,ThanishaArts,2,Resident,"New Delhi, India",1,0,0,0,
187,Shreyascoll,2,E,"Sitarganj, India",2,1.754668922,15.16033136,2,
188,avanishKumary,2,Tourist,"Gurgaon, India",1,443.0941653,2101.879532,13,0.059701493
189,mstoursntravels,2,E,"New Delhi, India",1,44.3444436,217.7236443,4,0.02
190,SHAHRUKHMAUJASS,2,Tourist,"Delhi, India",1,151.9406176,327.0009314,2,1.166666667
191,ankscribe,2,Tourist,Delhi,1,304.328033,1247.3499,24,1
192,Mukul_Dev_Singh,2,E,Delhi,1,2224.873704,3028.340089,35,0.219512195
193,YouTube97098034,2,Tourist,"Rajasthan, India",2,847.4510702,2593.519833,33,0.035714286
194,sumitsherverma,2,Resident,"New Delhi, India",1,596.3704505,699.8131207,4,0.142857143
195,BandhuIndia,2,Resident,"New Delhi, India",1,1.032201514,1.925677836,0,4.75
196,ErAbhiranjan,2,Resident,"Sarita Vihar, New Delhi",1,2.311827374,5.626496696,0,
